YIL,AY,AYIN KACINCI GUNU,HANGI GUN,SAAT (dakika),KADININ YASI,KADININ MESLEGI,ERKEGIN YASI,ERKEGIN MESLEGI,KADININ UYRUGU,IL,FAIL,SUCUN SEKLI,SUC YERI,SEBEP,BIRDEN FAZLA KISI MI OLDURULDU?,FAILIN SONU
2021,Ekim,4,Pazartesi,480.0,43.0,,44.0,isci,Turkiye,Tekirdag,eski es,atesli silah,sokak,bosanma/ayrilma,evet,tutuklu
2021,Ekim,6,Carsamba,1380.0,28.0,,,,Turkiye,Kocaeli,sevgili,yuksekten atma,ev,,hayir,tutuklu
2021,Ekim,7,Persembe,,96.0,,71.0,emekli,Turkiye,Izmir,ogul,darp,ev,gecimsizlik,hayir,tutuklu
2021,Ekim,7,Persembe,,,,28.0,,Turkiye,Sanliurfa,sevgili,atesli silah,arac,,hayir,tutuklu
2021,Ekim,8,Cuma,,43.0,,52.0,,Turkiye,Antalya,es,atesli silah,isyeri,bosanma/ayrilma,hayir,intihar ve tutuklu
2021,Ekim,9,Cumartesi,,70.0,,70.0,,Turkiye,Konya,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Ekim,9,Cumartesi,,23.0,,28.0,,Turkiye,Osmaniye,es,darp,isyeri,bosanma/ayrilma,hayir,tutuklu
2021,Ekim,10,Pazar,660.0,24.0,mudur,25.0,,Turkiye,Izmir,tanidik,kesici alet,ev,psikolojik sorunlar,evet,intihar
2021,Ekim,11,Pazartesi,,37.0,,44.0,,Turkiye,Istanbul,es,atesli silah,ev,kiskanclik,hayir,tutuklu
2021,Ekim,12,Sali,,31.0,,65.0,emekli,Kirgizistan,Tekirdag,akraba,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Ekim,12,Sali,,48.0,,,,Turkiye,Giresun,tanidik,atesli silah,sokak,kazara,evet,tutuklu
2021,Ekim,18,Pazartesi,645.0,39.0,,47.0,,Turkiye,Mersin,es,kesici alet,ev,,hayir,intihar
2021,Ekim,20,Carsamba,,27.0,,29.0,,Turkiye,Kilis,es,darp,ev,,hayir,tutuklu
2021,Ekim,23,Cumartesi,,48.0,,38.0,esnaf,Turkiye,Gaziantep,tanidik,kesici alet,arac,,hayir,tutuklu
2021,Ekim,26,Sali,,63.0,ogretmen,63.0,emekli,Turkiye,Ankara,es,atesli silah,ev,,hayir,intihar
2021,Ekim,27,Carsamba,360.0,25.0,,25.0,isci,Turkiye,Denizli,sevgili,kesici alet,ev,kiskanclik,hayir,tutuklu
2021,Ekim,28,Persembe,,44.0,,50.0,,Turkiye,Kocaeli,sevgili,atesli silah,arac,bosanma/ayrilma,hayir,tutuklu
2021,Ekim,29,Cuma,930.0,30.0,,33.0,,Turkiye,Konya,es,atesli silah,ev,gecimsizlik,evet,tutuklu
2021,Ekim,30,Cumartesi,,,,,,Turkiye,Istanbul,es,atesli silah,ev,,evet,intihar
2021,Eylul,2,Persembe,,20.0,,23.0,,Turkiye,Antalya,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Eylul,4,Cumartesi,,61.0,,62.0,,Turkiye,Mardin,es,kesici alet,kirsal alan,,hayir,kacak
2021,Eylul,5,Pazar,,19.0,,24.0,isci,Turkiye,Duzce,akraba,atesli silah,ev,gecimsizlik,evet,tutuklu
2021,Eylul,7,Sali,900.0,23.0,,33.0,,Turkiye,Istanbul,es,atesli silah,ev,gecimsizlik,hayir,intihar
2021,Eylul,9,Persembe,,45.0,,73.0,,Turkiye,Kahramanmaras,akraba,atesli silah,sokak,gecimsizlik,hayir,tutuklu
2021,Eylul,11,Cumartesi,,19.0,,25.0,,Turkiye,Duzce,es,kesici alet,ev,bosanma/ayrilma,evet,kacak
2021,Eylul,12,Pazar,,80.0,,,,Turkiye,Istanbul,ogul,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2021,Eylul,14,Sali,,28.0,,30.0,,Afganistan,Istanbul,eski es,kesici alet,sokak,gecimsizlik,hayir,tutuklu
2021,Eylul,14,Sali,,32.0,,37.0,isci,Turkiye,Tokat,es,bogma,ev,bosanma/ayrilma,hayir,tutuklu
2021,Eylul,14,Sali,780.0,60.0,,39.0,,Turkiye,Aydin,ogul,darp,ev,gecimsizlik,hayir,tutuklu
2021,Eylul,16,Persembe,780.0,28.0,,29.0,,Turkiye,Zonguldak,es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2021,Eylul,16,Persembe,,24.0,,24.0,,Turkiye,Diyarbakir,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Eylul,16,Persembe,1080.0,66.0,,35.0,,Turkiye,Canakkale,ogul,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2021,Eylul,17,Cuma,,53.0,,63.0,,Azerbaycan,Nevsehir,es,atesli silah,ev,borc/alacak,hayir,intihar
2021,Eylul,19,Pazar,840.0,34.0,,38.0,,Turkiye,Kayseri,sevgili,yuksekten atma,ev,,hayir,tutuklu
2021,Eylul,21,Sali,,43.0,,45.0,oto tamircisi,Turkiye,Giresun,es,atesli silah,ev,,hayir,intihar
2021,Eylul,21,Sali,,33.0,,35.0,muzisyen,Turkiye,Istanbul,sevgili,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Eylul,22,Carsamba,600.0,38.0,,36.0,,Turkiye,Adana,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Eylul,24,Cuma,,39.0,,,,Turkiye,Mersin,es,atesli silah,ev,gecimsizlik,hayir,intihar
2021,Eylul,25,Cumartesi,,23.0,,28.0,,Turkiye,Kocaeli,es,darp,ev,gecimsizlik,hayir,tutuklu
2021,Eylul,25,Cumartesi,,35.0,,,bekci,Turkiye,Istanbul,sevgili,atesli silah,arac,gecimsizlik,hayir,tutuklu
2021,Eylul,28,Sali,880.0,36.0,,28.0,bekci,Turkiye,Istanbul,es,bogma,ev,kiskanclik,hayir,tutuklu
2021,Eylul,29,Carsamba,,51.0,,,,Rusya,Mugla,sevgili,darp,otel,,hayir,tutuklu
2021,Agustos,1,Pazar,,30.0,,43.0,,Turkiye,Tokat,akraba,atesli silah,kirsal alan,kazara,hayir,tutuklu
2021,Agustos,2,Pazartesi,780.0,21.0,ogrenci,48.0,muhendis,Turkiye,Antalya,yabanci,kesici alet,ev,,hayir,tutuklu
2021,Agustos,3,Sali,,25.0,,27.0,,Turkiye,Ankara,,,ev,,hayir,tutuklu
2021,Agustos,5,Carsamba,,69.0,,39.0,,Turkiye,Denizli,damat,atesli silah,ev,kiskanclik,hayir,tutuklu
2021,Agustos,6,Persembe,,38.0,,46.0,,Turkiye,Tekirdag,es,kesici alet,arac,kiskanclik,hayir,tutuklu
2021,Agustos,6,Persembe,,23.0,,26.0,,Yabanci,Mardin,,atesli silah,ev,kiskanclik,hayir,tutuklu
2021,Agustos,9,Pazartesi,,35.0,,,,Turkiye,Antalya,eski es,atesli silah,ev,kiskanclik,hayir,tutuklu
2021,Agustos,9,Pazartesi,,54.0,,,,Turkiye,Antalya,damat,atesli silah,ev,,,tutuklu
2021,Agustos,14,Cumartesi,,43.0,,51.0,,Turkiye,Bursa,es,atesli silah,ev,,hayir,intihar
2021,Agustos,14,Cumartesi,,19.0,,51.0,,Turkiye,Bursa,baba,atesli silah,ev,,hayir,intihar
2021,Agustos,15,Pazar,1200.0,39.0,,42.0,,Turkiye,Adana ,es,atesli silah,ev,kiskanclik,,tutuklu
2021,Agustos,15,Pazar,,33.0,,35.0,isci,Turkiye,Konya,yabanci,atesli silah,isyeri,gecimsizlik,hayir,tutuklu
2021,Agustos,16,Pazartesi,,37.0,,41.0,,Turkiye,Samsun,akraba,atesli silah,ev,gecimsizlik,evet,tutuklu
2021,Agustos,16,Pazartesi,,16.0,,41.0,,Turkiye,Samsun,akraba,atesli silah,ev,gecimsizlik,evet,tutuklu
2021,Agustos,17,Sali,,16.0,ogrenci,17.0,ogrenci ,Turkiye,Kayseri,tanidik,atesli silah,ev,,,tutuklu
2021,Agustos,19,Persembe,,51.0,,55.0,,Turkiye,Istanbul,eski es,bogma,ev,kiskanclik,,tutuklu
2021,Agustos,21,Cumartesi,,61.0,,30.0,,Turkiye,Mugla,,kesici alet,ev,gecimsizlik,,tutuklu
2021,Agustos,21,Cumartesi,,36.0,,45.0,,Turkiye,Afyon,es,atesli silah,,,,intihar
2021,Agustos,22,Pazar,,30.0,,,,Yabanci,Kirsehir,tanidik,kesici alet,,bosanma/ayrilma,,tutuklu
2021,Agustos,26,Persembe,,60.0,,29.0,,Turkiye,Mugla,ogul,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Agustos,28,Cumartesi,,,,18.0,,Turkiye,Ordu,ogul,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Agustos,30,Pazartesi,,40.0,,46.0,,Turkiye,Sanliurfa,es,bogma,ev,gecimsizlik,,tutuklu
2021,Agustos,31,Sali,,33.0,,38.0,,Turkiye,Ankara,eski es,atesli silah,ev,kiskanclik,,tutuklu
2021,Temmuz,1,Persembe,,61.0,emekli,51.0,,Turkiye,Adana,tanidik,atesli silah,sokak,,hayir,kacak
2021,Temmuz,3,Cumartesi,,33.0,,30.0,,Turkiye,Izmir,sevgili,kesici alet,ev,kiskanclik,hayir,tutuklu
2021,Temmuz,9,Cuma,,30.0,,35.0,,Turkiye,Hatay,es,atesli silah,,bosanma/ayrilma,hayir,tutuklu
2021,Temmuz,10,Cumartesi,,42.0,,35.0,,Turkiye,Istanbul,es,kesici alet,,kiskanclik,hayir,tutuklu
2021,Temmuz,10,Pazar,,24.0,,,,Turkiye,Sinop,es,kesici alet,ev,,hayir,tutuklu
2021,Temmuz,11,Pazartesi,,33.0,,,asker,Turkiye,Hatay,sevgili,atesli silah,ev,,hayir,intihar
2021,Temmuz,12,Sali,,,,,,Turkiye,Istanbul,es,atesli silah,sokak,,hayir,kacak
2021,Temmuz,15,Cuma,,27.0,,,,Turkiye,Izmir,sevgili,atesli silah,sokak,bosanma/ayrilma,hayir,tutuklu
2021,Temmuz,16,Cumartesi,,,,43.0,,Turkiye,Karabuk,es,kesici alet,ev,,hayir,tutuklu
2021,Temmuz,18,Pazartesi,810.0,20.0,,42.0,,Turkiye,Manisa,akraba,atesli silah,ev,,hayir,intihar
2021,Temmuz,18,Sali,,29.0,ogretmen,30.0,asker,Turkiye,Yozgat,es,atesli silah,arac,,hayir,intihar
2021,Temmuz,20,Persembe,,46.0,,,,Turkiye,Balikesir,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2021,Temmuz,21,Cuma,,68.0,,36.0,,Turkiye,Denizli,ogul,kesici alet,ev,,hayir,tutuklu
2021,Temmuz,22,Cumartesi,,20.0,,40.0,,Turkiye,Istanbul,baba,bogma,ev,,hayir,tutuklu
2021,Temmuz,23,Pazar,,,,,,Turkiye,Kahramanmaras,es,atesli silah,kirsal alan,bosanma/ayrilma,hayir,kacak
2021,Temmuz,26,Carsamba,,74.0,,84.0,,Turkiye,Ankara,es,bogma,ev,,hayir,tutuklu
2021,Temmuz,27,Persembe,0.0,53.0,,46.0,,Turkiye,Istanbul,sevgili,kesici alet,ev,,hayir,tutuklu
2021,Temmuz,27,Persembe,,41.0,,56.0,,Turkiye,Malatya,es,kesici alet,ev,,hayir,tutuklu
2021,Haziran,3,Persembe,1200.0,51.0,muzisyen,75.0,emekli,Turkiye,Balikesir,baba,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Haziran,4,Cuma,720.0,53.0,ev hanimi,60.0,,Turkiye,Yozgat,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Haziran,6,Pazar,,26.0,,27.0,esnaf,Turkiye,Kirikkale,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Haziran,6,Pazar,690.0,33.0,ev hanimi,36.0,,Turkiye,Samsun,es,atesli silah,ev,psikolojik sorunlar,hayir,intihar
2021,Haziran,7,Pazartesi,,43.0,,40.0,,Turkiye,Trabzon,tanidik,kesici alet,okul,gecimsizlik,hayir,tutuklu
2021,Haziran,7,Pazartesi,,44.0,ev hanimi,32.0,,Turkiye,Kocaeli,akraba,bogma,ev,mal/miras,hayir,tutuklu
2021,Haziran,8,Sali,540.0,40.0,ev hanimi,,,Turkiye,Diyarbakir,es,bogma,ev,,hayir,tutuklu
2021,Haziran,10,Persembe,,6.0,,23.0,,Turkiye,Canakkale,tanidik,darp,ev,psikolojik sorunlar,hayir,tutuklu
2021,Haziran,15,Sali,1020.0,52.0,ev hanimi,56.0,,Turkiye,Manisa,komsu,atesli silah,ev,gecimsizlik,hayir,intihar
2021,Haziran,17,Persembe,840.0,29.0,temizlik gorevlisi,30.0,,Turkiye,Bursa,es,kesici alet,okul,gecimsizlik,hayir,tutuklu
2021,Haziran,17,Persembe,,30.0,,41.0,,Turkiye,Istanbul,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Haziran,21,Pazartesi,720.0,40.0,ogretmen,,,Turkiye,Istanbul,es,yakma,ev,gecimsizlik,evet,intihar
2021,Haziran,21,Pazartesi,30.0,,,,,Turkiye,Istanbul,es,darp,sokak,gecimsizlik,evet,tutuklu
2021,Haziran,22,Sali,420.0,43.0,isci,46.0,,Turkiye,Konya,eski es,atesli silah,sokak,gecimsizlik,hayir,intihar
2021,Haziran,24,Persembe,,38.0,,41.0,,Turkiye,Aksaray,es,atesli silah,sokak,gecimsizlik,hayir,intihar
2021,Haziran,25,Cuma,1350.0,43.0,,60.0,,Turkiye,Manisa,es,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Haziran,25,Cuma,,23.0,,26.0,,Turkiye,Nigde,agabey,atesli silah,otel,gecimsizlik,hayir,intihar
2021,Mayis,5,Carsamba,,71.0,,73.0,,Turkiye,Edirne,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Mayis,7,Cuma,840.0,48.0,,50.0,,Turkiye,Mersin,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Mayis,9,Pazar,,34.0,,17.0,,Turkiye,Nigde,ogul,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Mayis,9,Pazar,,42.0,,53.0,,Turkiye,Kocaeli,komsu,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Mayis,10,Pazartesi,,47.0,doktor,45.0,,Turkiye,Ankara,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Mayis,15,Cumartesi,180.0,46.0,,71.0,,Turkiye,Diyarbakir,dini nikahli es,kesici alet,ev,kiskanclik,hayir,tutuklu
2021,Mayis,16,Pazar,900.0,70.0,,37.0,,Turkiye,Giresun,ogul,kesici alet,sokak,psikolojik sorunlar,hayir,intihar
2021,Mayis,18,Sali,,41.0,,41.0,,Turkiye,Kahramanmaras,eski es,atesli silah,ev,gecimsizlik,hayir,intihar
2021,Mayis,18,Sali,1230.0,20.0,,26.0,,Turkiye,Karaman,dini nikahli es,atesli silah,ev,kazara,hayir,tutuklu
2021,Mayis,20,Persembe,540.0,26.0,,29.0,,Turkiye,Kayseri,tanidik,atesli silah,sokak,gecimsizlik,hayir,tutuklu
2021,Mayis,20,Persembe,60.0,36.0,,29.0,,Turkiye,Antalya,es,bogma,ev,gecimsizlik,hayir,tutuklu
2021,Mayis,21,Cuma,,40.0,,42.0,,Turkiye,Balikesir,es,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2021,Mayis,22,Cumartesi,,46.0,,,,Turkiye,Balikesir,eski es,atesli silah,ev,gecimsizlik,hayir,intihar
2021,Mayis,24,Pazartesi,,27.0,,22.0,,Turkiye,Adana,eski sevgili,atesli silah,arac,bosanma/ayrilma,hayir,tutuklu
2021,Mayis,24,Pazartesi,,24.0,,22.0,,Suriye,Adana,akraba,atesli silah,kirsal alan,gecimsizlik,hayir,tutuklu
2021,Mayis,26,Carsamba,1080.0,,,,,Turkiye,Istanbul,es,kesici alet,isyeri,gecimsizlik,hayir,tutuklu
2021,Mayis,30,Pazar,,33.0,,36.0,,Turkiye,Samsun,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Nisan,3,Cumartesi,1245.0,43.0,,40.0,,Turkiye,Kayseri,eski es,kesici alet,sokak,kiskanclik,hayir,tutuklu
2021,Nisan,5,Pazartesi,600.0,28.0,,35.0,issiz,Turkiye,Balikesir,es,kesici alet,ev,kiskanclik,hayir,tutuklu
2021,Nisan,8,Persembe,990.0,17.0,,21.0,,Turkiye,Elazig,sevgili,kesici alet,ev,,hayir,tutuklu
2021,Nisan,8,Persembe,,56.0,,,,Turkiye,Mersin,eski es,darp,ev,kiskanclik,hayir,tutuklu
2021,Nisan,11,Pazar,,39.0,ev hanimi,31.0,,Turkiye,Istanbul,es,kesici alet,ev,,hayir,tutuklu
2021,Nisan,14,Carsamba,,51.0,,58.0,,Turkiye,Samsun,es,atesli silah,kirsal alan,,hayir,tutuklu
2021,Nisan,18,Pazar,1200.0,60.0,,60.0,,Turkiye,Sivas,es,kesici alet,ev,,hayir,tutuklu
2021,Nisan,20,Sali,1200.0,38.0,,40.0,,Turkiye,Istanbul,kardes,kesici alet,sokak,kiskanclik,hayir,tutuklu
2021,Nisan,20,Sali,450.0,35.0,,38.0,,Turkiye,Bursa,es,atesli silah,sokak,,hayir,tutuklu
2021,Nisan,22,Persembe,,65.0,,30.0,,Turkiye,Mersin,ogul,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2021,Nisan,22,Persembe,60.0,36.0,,68.0,,Turkiye,Afyon,akraba,atesli silah,ev,,hayir,tutuklu
2021,Nisan,24,Cumartesi,1410.0,56.0,,75.0,,Turkiye,Kirikkale,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Nisan,25,Pazar,,31.0,,,,Turkiye,Van,es,atesli silah,ev,,evet,tutuklu
2021,Nisan,28,Carsamba,1320.0,26.0,polis,,polis,Turkiye,Agri,tanidik,atesli silah,otel,gecimsizlik,hayir,tutuklu
2021,Nisan,28,Carsamba,420.0,39.0,,44.0,,Turkiye,Samsun,es,atesli silah,ev,,hayir,tutuklu
2021,Nisan,28,Carsamba,1050.0,28.0,,30.0,,Turkiye,Burdur,,atesli silah,isyeri,,hayir,tutuklu
2021,Mart,1,Pazartesi,1020.0,55.0,esnaf,26.0,esnaf,Turkiye,Antalya,ogul,kesici alet,isyeri,psikolojik sorunlar,hayir,tutuklu
2021,Mart,4,Persembe,600.0,40.0,ev hanimi,40.0,,Turkiye,Kayseri,eski es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2021,Mart,4,Persembe,1200.0,46.0,polis,48.0,emekli,Turkiye,Istanbul,es,atesli silah,ev,kiskanclik,hayir,intihar
2021,Mart,4,Persembe,540.0,43.0,ev hanimi,47.0,,Turkiye,Nigde,eski es,kesici alet,sokak,bosanma/ayrilma,hayir,tutuklu
2021,Mart,6,Cumartesi,1140.0,25.0,,27.0,,Turkiye,Denizli,eski es,atesli silah,sokak,gecimsizlik,hayir,tutuklu
2021,Mart,6,Cumartesi,1320.0,92.0,ev hanimi,23.0,,Turkiye,Aydin,komsu,bogma,ev,borc/alacak,hayir,tutuklu
2021,Mart,7,Pazar,,34.0,,38.0,isci,Turkiye,Ankara,es,kesici alet,ev,kiskanclik,hayir,tutuklu
2021,Mart,9,Sali,,20.0,isci,40.0,,Turkiye,Antalya,tanidik,bogma,otel,,hayir,tutuklu
2021,Mart,9,Sali,1140.0,28.0,,38.0,ciftci,Turkiye,Adana,es,atesli silah,ev,kazara,hayir,tutuklu
2021,Mart,10,Carsamba,1380.0,23.0,ev hanimi,,,Turkiye,Istanbul,dini nikahli es,yuksekten atma,ev,kiskanclik,hayir,tutuklu
2021,Mart,12,Cuma,1425.0,36.0,,,,Turkiye,Izmir,tanidik,darp,ev,,hayir,tutuklu
2021,Mart,12,Cuma,1170.0,23.0,ogrenci,25.0,,Turkiye,Mugla,eski sevgili,atesli silah,ev,kiskanclik,hayir,tutuklu
2021,Mart,12,Cuma,960.0,,,,,Turkiye,Istanbul,akraba,atesli silah,arac,mal/miras,evet,tutuklu
2021,Mart,13,Cumartesi,960.0,30.0,ev hanimi,34.0,mafya,Turkiye,Izmir,es,atesli silah,ev,kiskanclik,hayir,tutuklu
2021,Mart,14,Pazar,1230.0,60.0,ev hanimi,61.0,emekli ,Turkiye,Aksaray,es,atesli silah,ev,psikolojik sorunlar,evet,intihar
2021,Mart,15,Pazartesi,780.0,25.0,,,,Turkiye,Mardin,kardes,atesli silah,ev,,hayir,tutuklu
2021,Mart,16,Sali,480.0,47.0,,53.0,,Turkiye,Duzce,es,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2021,Mart,16,Sali,,65.0,,40.0,,Turkiye,Antalya,ogul,atesli silah,ev,borc/alacak,evet,intihar
2021,Mart,16,Sali,,45.0,,40.0,,Turkiye,Antalya,kardes,atesli silah,ev,borc/alacak,evet,intihar
2021,Mart,17,Carsamba,,70.0,emekli,,,Turkiye,Diyarbakir,akraba,yakma,ev,borc/alacak,hayir,tutuklu
2021,Mart,18,Persembe,540.0,28.0,,31.0,isci,Turkiye,Van,es,atesli silah,ev,,hayir,tutuklu
2021,Mart,19,Cuma,,29.0,,31.0,,Turkiye,Izmir,eski es,atesli silah,ev,bosanma/ayrilma,evet,tutuklu
2021,Mart,19,Cuma,,51.0,,,,,Diyarbakir,es,kesici alet,ev,,hayir,tutuklu
2021,Mart,19,Cuma,,47.0,,31.0,,Turkiye,Izmir,damat,atesli silah,ev,bosanma/ayrilma,evet,tutuklu
2021,Mart,21,Pazar,,22.0,,27.0,,Turkiye,Kocaeli,es,bogma,ev,,hayir,tutuklu
2021,Mart,21,Pazar,,43.0,,45.0,,Turkiye,Antalya,es,kesici alet,ev,bosanma/ayrilma,hayir,tutuklu
2021,Mart,22,Pazartesi,,33.0,,,,Turkiye,Osmaniye,es,kesici alet,ev,borc/alacak,hayir,tutuklu
2021,Mart,22,Pazartesi,,34.0,,52.0,,Turkiye,Antalya,es,atesli silah,sokak,kiskanclik,hayir,tutuklu
2021,Mart,22,Pazartesi,1290.0,33.0,,39.0,polis,Turkiye,Izmir,sevgili,atesli silah,arac,,hayir,intihar
2021,Mart,22,Pazartesi,,69.0,emekli,41.0,,Turkiye,Adana,tanidik,atesli silah,ev,gecimsizlik,evet,tutuklu
2021,Mart,22,Pazartesi,,,,,,Gurcistan,Istanbul,tanidik,kesici alet,ev,,hayir,kacak
2021,Mart,23,Sali,,50.0,,52.0,isci,Turkiye,Denizli,es,kesici alet,ev,kiskanclik,hayir,tutuklu
2021,Mart,25,Persembe,,21.0,,,,Yabanci,Adana,kardes,kesici alet,kirsal alan,,hayir,tutuklu
2021,Mart,27,Cumartesi,810.0,32.0,temizlik gorevlisi,25.0,,Turkiye,Aydin,es,atesli silah,sokak,,hayir,intihar ve tutuklu
2021,Mart,28,Pazar,,52.0,,51.0,,Turkiye,Tekirdag,sevgili,atesli silah,kirsal alan,gecimsizlik,hayir,tutuklu
2021,Mart,31,Carsamba,,32.0,,41.0,,Turkiye,Izmir,es,bogma,ev,,hayir,tutuklu
2021,Subat,2,Sali,875.0,,,28.0,,Turkiye,Istanbul,es,atesli silah,isyeri,gecimsizlik,hayir,intihar
2021,Subat,4,Persembe,,50.0,,,,Suriye,Mugla,yabanci,kesici alet,ev,gasp,evet,tutuklu
2021,Subat,4,Persembe,,45.0,,,,Turkiye,Istanbul,es,atesli silah,sokak,gecimsizlik,hayir,intihar
2021,Subat,6,Cumartesi,,34.0,,46.0,isci,Turkiye,Kirsehir,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Subat,7,Pazar,1110.0,43.0,,33.0,,Turkiye,Ardahan,akraba,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Subat,10,Carsamba,,,,28.0,,Turkiye,Sanliurfa,dini nikahli es,atesli silah,ev,gecimsizlik,hayir,intihar
2021,Subat,10,Carsamba,1110.0,39.0,esnaf,36.0,,Turkiye,Tekirdag,tanidik,kesici alet,isyeri,gecimsizlik,hayir,tutuklu
2021,Subat,11,Persembe,570.0,40.0,,42.0,isci,Turkiye,Izmir,es,kesici alet,ev,psikolojik sorunlar,evet,tutuklu
2021,Subat,11,Persembe,,38.0,,50.0,,Turkiye,Hatay,dini nikahli es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Subat,12,Cuma,,32.0,saglik personeli,35.0,guvenlik gorevlisi,Turkiye,Trabzon,es,atesli silah,ev,gecimsizlik,hayir,intihar
2021,Subat,12,Cuma,,29.0,,37.0,,Turkiye,Istanbul,es,bogma,ev,gecimsizlik,hayir,tutuklu
2021,Subat,13,Cumartesi,,46.0,ogretmen,51.0,muhendis,Turkiye,Samsun,es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Subat,14,Pazar,1260.0,38.0,,50.0,esnaf,Fas,Istanbul,sevgili,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Subat,15,Pazartesi,,36.0,,53.0,,Turkiye,Kocaeli,eski sevgili,atesli silah,ev,gecimsizlik,hayir,tutuklu
2021,Subat,15,Pazartesi,1157.0,37.0,,28.0,,Turkiye,Diyarbakir,kardes,atesli silah,sokak,kiskanclik,hayir,tutuklu
2021,Subat,15,Pazartesi,,41.0,,,,Turkiye,Manisa,es,atesli silah,ev,,evet,intihar
2021,Subat,16,Sali,870.0,46.0,emekli,22.0,,Turkiye,Izmir,ogul,kesici alet,ev,psikolojik sorunlar,hayir,tutuklu
2021,Subat,17,Carsamba,,38.0,diyetisyen,58.0,doktor,Turkiye,Antalya,es,atesli silah,ev,kiskanclik,hayir,intihar
2021,Subat,18,Persembe,1380.0,40.0,isci,36.0,isci,Turkiye,Izmir,tanidik,kesici alet,sokak,gecimsizlik,hayir,tutuklu
2021,Subat,18,Persembe,,36.0,,38.0,,Suriye,Gaziantep,es,kesici alet,ev,gecimsizlik,hayir,kacak
2021,Subat,20,Cumartesi,,72.0,,71.0,,Turkiye,Mugla,es,darp,ev,gecimsizlik,hayir,tutuklu
2021,Subat,20,Cumartesi,,66.0,,69.0,,Turkiye,Bursa,agabey,darp,ev,psikolojik sorunlar,evet,tutuklu
2021,Subat,20,Cumartesi,,20.0,,,,Turkiye,Izmir,yabanci,bogma,kirsal alan,gecimsizlik,hayir,tutuklu
2021,Subat,22,Pazartesi,600.0,,,,,Turkiye,Istanbul,es,darp,ev,gecimsizlik,hayir,tutuklu
2021,Subat,22,Pazartesi,,43.0,,32.0,,Turkiye,Ankara ,sevgili,atesli silah,sokak,gecimsizlik,hayir,tutuklu
2021,Subat,23,Sali,420.0,33.0,isci,43.0,,Turkiye,Manisa,eski sevgili,atesli silah,sokak,gecimsizlik,hayir,tutuklu
2021,Subat,26,Cuma,,26.0,,32.0,,Turkiye,Afyon,es,atesli silah,arac,gecimsizlik,hayir,tutuklu
2021,Subat,27,Cumartesi,,33.0,,,,Turkiye,Nevsehir,sevgili,kesici alet,otel,gecimsizlik,hayir,tutuklu
2021,Subat,28,Pazar,90.0,,,33.0,,Turkiye,Istanbul,ogul,atesli silah,ev,gecimsizlik,evet,intihar
2021,Ocak,2,Cumartesi,,24.0,,,,Turkiye,Kirsehir,akraba,atesli silah,kirsal alan,gecimsizlik,evet,tutuklu
2021,Ocak,3,Pazar,,29.0,,32.0,,Turkiye,Corum,dini nikahli es,bogma,ev,gecimsizlik,hayir,tutuklu
2021,Ocak,4,Pazartesi,,26.0,,33.0,,Turkiye,Ankara,dini nikahli es,atesli silah,ev,bosanma/ayrilma,hayir,tutuklu
2021,Ocak,5,Sali,,34.0,,38.0,,Turkiye,Kocaeli,eski es,kesici alet,ev,gecimsizlik,hayir,tutuklu
2021,Ocak,6,Carsamba,,41.0,,49.0,,Turkiye,Mersin,eski es,atesli silah,arac,kiskanclik,hayir,tutuklu
